Cities,Count,Lat,Lng
Frankfort,12,38.2009055,-84.87328350000001
Morgan City,12,29.6993748,-91.20676999999999
Las Vegas,12,36.1699412,-115.1398296
Brunswick,12,43.9140162,-69.966996
Angleton,12,29.16941,-95.4318847
Green River,12,40.8906867,-109.5396482
Moss Point,12,30.4115881,-88.53446009999999
Key West,12,24.5550593,-81.7799871
Sherwood,12,45.3563261,-122.8402749
Martin,12,37.2252588,-95.7163087
Elko,12,40.8324211,-115.7631232
Marquette,12,43.0388337,-87.92856669999999
Defiance,12,41.2844933,-84.3557802
Rapid City,12,44.0805434,-103.2310149
Dunn,12,35.3062743,-78.6089028
Wichita,12,37.68717609999999,-97.33005299999999
Morden,12,49.192329,-98.0977324
Redlands,12,34.0555693,-117.1825381
Norwalk,12,41.11774399999999,-73.4081575
Goose Creek,12,37.2996986,-84.9499706
Union,12,37.034684,-95.620221
Saginaw,12,43.4194699,-83.9508068
Slidell,12,30.2751945,-89.78117449999999
Pleasanton,12,37.6604484,-121.8757968
Rock Hill,12,34.9248667,-81.02507840000001
Lincolnton,12,35.473745,-81.2545251
New Castle,12,39.6620397,-75.5668166
Terrell,11,32.7359626,-96.2752569
Palmetto,11,27.5214269,-82.57231929999999
Payson,11,34.2308684,-111.3251355
Idaho Falls,11,43.49266069999999,-112.0407584
Castle Rock,11,39.3722121,-104.8560902
Blackfoot,11,43.19047090000001,-112.3449773
Carnduff,11,49.17393790000001,-101.7958095
Soddy-Daisy,11,35.2359025,-85.1907904
Lewisburg,11,40.9645293,-76.8844101
Bentonville,11,36.3728538,-94.2088172
Morganton,11,35.7454071,-81.6848188
Blue Springs,11,39.012689,-94.2888179
Carlsbad,11,33.1580933,-117.3505939
Hopewell,11,37.3043154,-77.28720009999999
Bloomingdale,11,41.9575285,-88.0809036
Santa Fe,11,35.6869752,-105.937799
Lock Haven,11,41.1370133,-77.4469263
Forest Lake,11,45.2788561,-92.9852183
Harrisonburg,11,38.4495688,-78.8689155
Celina,11,33.3185841,-96.7781191
Englewood,11,39.6477653,-104.9877597
Denham Springs,11,30.48685639999999,-90.95621249999999
Carlisle,11,40.2010241,-77.20027449999999
Xenia,11,39.6847822,-83.9296526
Wisconsin Rapids,11,44.38357630000001,-89.8173465
Mechanicsville,11,37.6087561,-77.3733139
Wooster,11,40.8050565,-81.935143
Pulaski,11,37.0478982,-80.7797935
Maumelle,11,34.8667565,-92.4043219
Lenoir City,11,35.7972998,-84.2560299
Temple,11,37.0421218,-95.62739719999999
Cadillac,11,36.1057394,-95.88567959999999
River Falls,11,44.8613563,-92.6238082
Chico,11,36.132991,-95.963005
Mount Airy,11,36.4993007,-80.6072858
Corning,11,36.0962615,-78.85217270000001
Hagerstown,11,39.6417629,-77.71999319999999
Laurinburg,11,34.7740494,-79.46282479999999
Pearland,11,29.5635666,-95.2860474
Lake Wales,11,27.9014133,-81.58590989999999
Kalamazoo,11,42.2917069,-85.5872286
Tarboro,11,35.8968236,-77.5358049
Wabash,11,40.797821,-85.8205411
Oneida,11,43.0925684,-75.65129309999999
Ocean Springs,11,30.4113097,-88.8278057
Traverse City,11,44.7630567,-85.62063169999999
Tulsa,11,36.1539816,-95.99277500000001
Circleville,10,39.600618,-82.9460133
Fort Madison,10,40.6297634,-91.31453499999999
Woodstock,10,42.0409247,-74.1181971
Mankato,10,44.1635775,-93.99939959999999
Wausau,10,44.9591352,-89.6301221
Midlothian,10,32.482361,-96.9944489
Kenora,10,49.7670416,-94.4893924
Corpus Christi,10,27.8005828,-97.39638099999999
Easley,10,34.829838,-82.6015206
Oklahoma City,10,35.4675602,-97.5164276
Kingsport,10,36.548434,-82.5618186
Winnemucca,10,40.9729584,-117.7356849
Bourbonnais,10,41.1760108,-87.87952299999999
Ridgeland,10,32.4284761,-90.1323087
Port Huron,10,42.9708634,-82.42491419999999
Cambridge,10,52.2042666,0.1149085
Uniontown,10,39.900076,-79.71643259999999
La Vergne,10,36.0156178,-86.5819394
Napoleon,10,39.131397,-94.07077869999999
Calhoun,10,34.502587,-84.9510542
Rosenberg,10,29.5571825,-95.80856229999999
Greenfield,10,42.9614039,-88.0125865
Greeneville,10,36.1631574,-82.83098609999999
Kingsland,10,30.6582405,-98.44058489999999
Baytown,10,29.7355047,-94.97742740000001
Wellington,10,-41.2864603,174.776236
Beaver Dam,10,43.4577692,-88.837329
Gardner,10,40.9820003,-82.7437903
Lake Jackson,10,29.0338575,-95.4343859
Binghamton,10,42.09868669999999,-75.91797380000001
Goshen,10,41.5822716,-85.8344383
Rockledge,10,28.3164498,-80.72698539999999
Golden Gate,10,37.8199286,-122.4782551
Eatonton,10,33.3267997,-83.3884961
Denton,10,33.2148412,-97.13306829999999
Hartford,10,41.7658043,-72.6733723
Erie,10,42.12922409999999,-80.085059
Harvard,10,42.3770029,-71.11666009999999
Lakeland Highlands,10,27.9597462,-81.9500829
Show Low,10,34.2542084,-110.0298327
Port Saint Lucie,10,27.2730492,-80.3582261
Tampa,10,27.950575,-82.4571776
Greencastle,10,39.6444898,-86.8647316
Johnstown,10,40.32674069999999,-78.9219698
Valley Station,9,38.1024697,-85.871012
Bartow,9,27.8964147,-81.8431374
Rock Falls,9,41.7797533,-89.68899669999999
Robinson,9,37.01284,-95.61583999999999
Bardstown,9,37.8092279,-85.46690249999999
Superior,9,36.3054551,-94.1271506
Rochelle,9,41.9239178,-89.0687073
New Smyrna Beach,9,29.0258191,-80.9269984
Assiniboia,9,49.63356719999999,-105.991792
Melbourne,9,-37.8136276,144.9630576
Immokalee,9,26.4185248,-81.4174057
Boynton Beach,9,26.5317866,-80.0905465
Martinsville,9,36.6915262,-79.8725386
Harlingen,9,26.1906306,-97.69610259999999
Howell,9,40.1645785,-74.2082671
Kerrville,9,30.0474332,-99.1403189
Stoughton,9,42.1229099,-71.10920120000002
Gaffney,9,35.0717945,-81.64981949999999
Mount Juliet,9,36.200055,-86.5186054
Waynesboro,9,38.0684692,-78.8894682
Lakeway,9,30.3679788,-97.99167899999999
Orange Park,9,30.1660736,-81.706484
Angola,9,-11.202692,17.873887
Chubbuck,9,42.9207477,-112.4660912
Kyle,9,29.9891052,-97.87722670000001
Statesville,9,35.7826363,-80.8872959
Glen Allen,9,37.665978,-77.5063739
Scranton,9,41.408969,-75.66241219999999
Butler,9,37.807307,-96.882999
Mansfield,9,32.5631924,-97.1416768
Saint Peters,9,38.7874699,-90.6298922
Chambersburg,9,39.9375911,-77.6611022
Endicott,9,42.5531918,-70.8408093
Vidor,9,30.1316001,-94.0154541
Edgewater,9,28.9888754,-80.9022758
Mooresville,9,35.5859146,-80.8081413
Hibbing,9,47.42715459999999,-92.9376887
Shaunavon,9,49.6463379,-108.4215787
Missouri City,9,29.6185669,-95.5377215
Goodlettsville,9,36.3231066,-86.7133302
Eden,9,41.8853261,-87.6711122
Artesia,9,33.8658484,-118.0831212
Wapakoneta,9,40.5678265,-84.1935594
Fenton,9,38.5126456,-90.4429881
Katy,9,29.7857765,-95.8245093
Bradley,9,40.6977743,-89.6153484
State College,9,40.7933949,-77.8600012
Lutz,9,28.1511243,-82.4614831
Marysville,9,48.0517637,-122.1770818
Lansing,9,42.732535,-84.5555347
Amsterdam,9,52.3666969,4.8945398
Bessemer,9,33.4017766,-86.954437
Saint Charles,9,38.7881062,-90.4974359
Beaumont,8,30.080174,-94.1265562
Hendersonville,8,35.3187279,-82.4609528
Boissevain,8,49.2304365,-100.0595039
Derby,8,52.9225301,-1.4746186
Great Falls,8,38.9987208,-77.2538699
Somers,8,41.29963050000001,-73.7360175
Lovington,8,32.9440077,-103.3485543
Dover,8,39.158168,-75.5243682
Panama City,8,30.1588129,-85.6602058
Fairborn,8,39.8208925,-84.01937889999999
West Bend,8,43.4252776,-88.1834277
Mobile,8,36.723521,-95.93437
Sturgis,8,44.4097069,-103.5090786
Sevierville,8,35.8681455,-83.56183500000002
Canyon Lake,8,29.8752177,-98.2625127
Boca Raton,8,26.3683064,-80.1289321
Winder,8,33.9926097,-83.7201709
Moses Lake,8,47.1301417,-119.2780771
Battle Creek,8,42.3211522,-85.17971419999999
Sarasota,8,27.3364347,-82.53065269999999
San Marcos,8,29.8832749,-97.9413941
Dixon,8,38.4454641,-121.8232958
Orange,8,33.7879139,-117.8531007
San Benito,8,26.132576,-97.6311006
East Brainerd,8,35.0153686,-85.1119641
Rockingham,8,34.9393201,-79.7739457
Anniston,8,33.6598257,-85.8316318
Big Rapids,8,43.6980782,-85.4836557
Hailey,8,43.51962880000001,-114.3153245
Arlington,8,32.735687,-97.10806559999999
Michigan City,8,41.70753939999999,-86.8950297
Lyndon,8,38.2567376,-85.60162749999999
Pflugerville,8,30.4548451,-97.6222665
Powell,8,36.6228496,-94.18076429999999
Hinesville,8,31.8315028,-81.6141099
Buffalo,8,42.88644679999999,-78.8783689
Morton,8,36.1743875,-95.98140769999999
Rosaryville,8,30.4325836,-90.5208431
Sun Prairie,8,43.1836046,-89.2137254
Frederick,8,39.41426879999999,-77.4105409
Lady Lake,8,28.9174855,-81.92286039999999
Waxahachie,8,32.3865312,-96.8483311
Alma,8,44.983884,-93.248088
Ankeny,8,41.7317884,-93.6001278
Pittsfield,8,42.4500845,-73.2453824
Biloxi,8,30.3960318,-88.88530779999999
Wright,8,37.037021,-95.61610259999999
North Augusta,8,33.5018026,-81.9651152
Leeds,8,53.8007554,-1.5490774
Yeehaw Junction,8,27.7003087,-80.9042283
Pensacola,8,30.42130899999999,-87.2169149
Kingston,8,41.9270367,-73.9973608
Brownsburg,7,39.8433769,-86.39777350000001
Eau Claire,7,44.811349,-91.4984941
Wilmington Island,7,32.0035477,-80.97372299999999
Riverton,7,40.521893,-111.9391023
Homestead,7,25.4687224,-80.4775569
Clemmons,7,36.0215258,-80.3819984
Port Jervis,7,41.3750937,-74.692663
Brentwood,7,36.0331164,-86.78277720000001
Palm Bay,7,28.0344621,-80.5886646
Andover,7,42.6471655,-71.13227959999999
Cedar City,7,37.67747689999999,-113.0618931
Holland,7,52.132633,5.291265999999999
Temple Terrace,7,28.0352964,-82.3892596
Spartanburg,7,34.9495672,-81.9320482
Red Bank,7,40.3470543,-74.0643065
Lakeside,7,41.2739739,-85.8517425
Cape Canaveral,7,28.4740089,-80.5771737
Niles,7,42.0189191,-87.80284019999999
Gastonia,7,35.262082,-81.18730049999999
Stockbridge,7,33.5442781,-84.23380929999999
Pascagoula,7,30.3657552,-88.5561272
Zephyrhills,7,28.2336196,-82.18119469999999
Noblesville,7,40.0455917,-86.0085955
Utica,7,43.100903,-75.232664
Dalton,7,34.7698021,-84.9702228
Merced,7,37.3021632,-120.4829677
The Village,7,36.7293307,-95.9062477
Granger,7,38.9497194,-94.758141
Newport News,7,37.0870821,-76.4730122
Saint Pete Beach,7,27.7428134,-82.7504542
Commerce,7,34.0005691,-118.1597929
Sheridan,7,44.7971939,-106.9561791
Fort Pierce,7,27.4467056,-80.3256056
Florida Ridge,7,27.5803121,-80.3867178
Price,7,39.1063225,-94.5137347
Conneaut,7,41.9475551,-80.5542409
Winston,7,35.220252,-97.44406699999999
Bloomsburg,7,41.003698,-76.4549457
Canandaigua,7,42.887535,-77.2816984
Dallas,7,32.7766642,-96.79698789999999
Bonham,7,33.5773275,-96.1783111
Waunakee,7,43.1919373,-89.45567489999999
La Marque,7,29.3685674,-94.9713134
Durham,7,35.9940329,-78.898619
Myrtle Grove,7,30.4210312,-87.3074736
Westwego,7,29.9060388,-90.14229619999999
Zanesville,7,39.9403453,-82.0131924
Ionia,7,42.9872547,-85.07111739999999
Destin,7,30.3935337,-86.4957833
South Bend,7,41.6763545,-86.25198979999999
Keller,7,32.9341893,-97.229298
Iona,7,40.92515179999999,-73.78856290000002
Hobbs,7,37.1557452,-95.59678029999999
Joppatowne,7,39.4254523,-76.3682498
Fort Walton Beach,7,30.42007079999999,-86.6170308
East Stroudsburg,7,41.0030522,-75.1817547
Atoka,7,34.3859257,-96.12832519999999
Smithfield,7,36.9823709,-76.63106619999999
Alvin,7,29.4238472,-95.24410089999999
Miami Beach,7,25.790654,-80.1300455
Chesapeake,7,36.7682088,-76.2874927
Talladega,7,33.4359416,-86.1058048
Horn Lake,7,34.9553719,-90.03481389999999
Oswego,7,43.4553461,-76.5104973
Bellview,7,30.4615858,-87.3149742
Tuckahoe,7,40.9503764,-73.827356
Northampton,7,42.3250896,-72.64120129999999
Parkersburg,7,39.2667418,-81.56151349999999
Massillon,7,40.7967244,-81.52150929999999
Millinocket,7,45.6572639,-68.70981189999999
Walker,7,37.09024,-95.712891
De Land,7,29.028318,-81.3031179
Deloraine,6,-41.5348943,146.66163
Knoxville,6,35.9606384,-83.9207392
Clermont,6,28.5494447,-81.77285429999999
Oregon,6,43.8041334,-120.5542012
Kissimmee,6,28.2919557,-81.40757099999999
Wake Forest,6,36.1355052,-80.2791958
New Milford,6,41.5770433,-73.4085463
Madison Heights,6,42.4858692,-83.1052028
Bethany,6,40.7799465,-89.70526989999999
East Bethel,6,45.3194095,-93.20244869999999
Hallandale Beach,6,25.9812024,-80.14837899999999
Hermitage,6,36.1988486,-86.6197777
North Port,6,27.044224,-82.2359254
Rocky Mount,6,35.9382103,-77.7905339
The Hammocks,6,25.6697668,-80.4493073
New Orleans,6,29.95106579999999,-90.0715323
Haslett,6,42.74697889999999,-84.40108479999999
Bradenton,6,27.4989278,-82.5748194
Hilton Head Island,6,32.216316,-80.752608
Bluffton,6,32.2371465,-80.8603868
Tiffin,6,37.9550326,-93.9382722
Newport,6,41.4901024,-71.3128285
Pataskala,6,39.9956193,-82.6743341
Whitewater,6,42.83362049999999,-88.7323272
Daytona Beach,6,29.2108147,-81.0228331
Sedona,6,34.8697395,-111.7609896
Plainfield,6,39.70421229999999,-86.39943869999999
La Vista,6,41.18388780000001,-96.031127
Las Cruces,6,32.3199396,-106.7636538
Berwick,6,41.0545292,-76.23326759999999
Oak Ridge,6,36.0103561,-84.26964490000002
Omaha,6,41.2565369,-95.9345034
New Haven,6,41.308274,-72.9278835
Gladstone,6,39.2038918,-94.554677
Atlantic Beach,6,30.3344077,-81.398696
Hewitt,6,31.46239019999999,-97.1958377
Peachtree City,6,33.3968557,-84.59634319999999
Midwest City,6,35.4495065,-97.3967019
Fountain,6,34.7493372,-77.41990349999999
Fort Worth,6,32.7554883,-97.3307658
Dania Beach,6,26.052311,-80.1439343
Verona,6,45.43838419999999,10.9916215
Eagle Pass,6,28.7091433,-100.4995214
Long Beach,6,33.7700504,-118.1937395
Virginia Beach,6,36.8529263,-75.97798499999999
North Little Rock,6,34.769536,-92.2670941
Benbrook,6,32.673188,-97.4605759
Channelview,6,29.7760599,-95.11465330000001
Hampton,6,37.0298687,-76.34522179999999
Socastee,6,33.683504,-78.9983676
Benton Harbor,6,42.1167065,-86.45418939999999
Denison,6,33.7556593,-96.53665799999999
Grove City,6,41.15783769999999,-80.08867029999999
Seminole,6,28.7131688,-81.20781640000001
Olive Branch,6,34.9617604,-89.8295315
Olathe,6,38.8813958,-94.81912849999999
Baton Rouge,6,30.4514677,-91.18714659999999
Salem,6,42.51954,-70.8967155
Medina,6,24.5246542,39.5691841
Fort Oglethorpe,6,34.9489645,-85.2569
Cornelius,6,35.4868032,-80.86007359999999
Pasadena,5,34.1477849,-118.1445155
Elk River,5,45.33772829999999,-93.56911219999999
Northview,5,39.2082118,-96.561044
Colonial Heights,5,37.244039,-77.4102607
Eustis,5,28.8527675,-81.6853534
Durango,5,37.27528,-107.8800667
Sugar Land,5,29.5984434,-95.6225521
Haines City,5,28.1141841,-81.61785359999999
Manassas Park,5,38.7840035,-77.4697111
Escanaba,5,45.74524659999999,-87.06458010000001
Davie,5,26.0764783,-80.25211569999999
Sandusky,5,41.4561754,-82.71168209999999
Belgrade,5,44.786568,20.4489216
Fairburn,5,33.5670562,-84.5810418
Hobe Sound,5,27.059498,-80.1364323
Tavares,5,28.8041579,-81.725632
Fernandina Beach,5,30.6696818,-81.46259189999999
Hanover,5,43.7022451,-72.2895526
Elwood,5,40.27698340000001,-85.8419246
Morgantown,5,39.629526,-79.95589679999999
Blacklick Estates,5,39.90506389999999,-82.86434349999999
Laurens,5,34.4990116,-82.0142597
Bellmead,5,31.5989517,-97.0894496
Alpharetta,5,34.0753762,-84.2940899
Adrian,5,41.8975471,-84.03716589999999
Channahon,5,41.4294753,-88.2286735
Waynesville,5,35.4887145,-82.98874769999999
Preston,5,37.2298479,-80.4297453
Bradford,5,53.795984,-1.759398
Largo,5,27.9094665,-82.7873244
Fort Thomas,5,39.07506070000001,-84.4471633
Pinellas Park,5,27.8428025,-82.6995443
Palm Beach Gardens,5,26.8396096,-80.1019144
Myrtle Beach,5,33.6890603,-78.8866943
Rexburg,5,43.8231096,-111.7924237
Leavenworth,5,47.5962326,-120.6614765
Craig,5,40.5152491,-107.5464541
Kirby,5,36.048099,-95.79782
Fern Creek,5,38.1651485,-85.59915029999999
Gloversville,5,43.0528506,-74.3437467
Weiser,5,44.2509976,-116.9693327
Hialeah,5,25.8575963,-80.2781057
New Lenox,5,41.5119761,-87.9656098
Fort Lauderdale,5,26.1224386,-80.13731740000001
Kernersville,5,36.1198588,-80.07365329999999
Pottsville,5,40.6856456,-76.195499
Bettendorf,5,41.5262641,-90.50725729999999
Westminster,5,33.7591757,-117.9897058
Kingman,5,35.189443,-114.0530065
Dekalb,5,41.9294736,-88.75036469999999
Royal Palm Beach,5,26.7083984,-80.2306019
Texas City,5,29.383845,-94.9027002
Vero Beach,5,27.6386434,-80.39727359999999
Houlton,5,46.1261806,-67.8402316
Manassas,5,38.7509488,-77.47526669999999
Fresno,5,36.7377981,-119.7871247
Winkler,5,49.1801103,-97.93894739999999
Clifton,5,40.8584328,-74.16375529999999
Elkhart,5,41.6819935,-85.9766671
Beloit,5,42.5083482,-89.03177649999999
Taos,5,36.4072485,-105.5730665
Delaware,5,38.9108325,-75.52766989999999
Bernalillo,5,35.30004,-106.5511369
Hoover,5,36.3606376,-94.2207344
Port Arthur,5,29.8849504,-93.93994699999999
Irving,5,32.8140177,-96.9488945
Jenks,5,36.0228734,-95.9683278
Albemarle,5,38.0567092,-78.6114999
White Oak,5,36.6844231,-95.33116520000002
Lakeland,5,28.0394654,-81.9498042
Woodbury,5,41.3645382,-74.1059775
Staunton,5,38.149576,-79.0716958
Radford,5,37.13179239999999,-80.5764477
Ennis,5,32.3293111,-96.6252679
Millington,5,35.3414744,-89.8973084
Fuquay-Varina,5,35.5843235,-78.80001279999999
Metairie,5,29.9840922,-90.1528519
Galion,5,40.7336687,-82.78990259999999
Pompano Beach,5,26.2378597,-80.1247667
Auburndale,5,28.0652975,-81.7886906
Roanoke,5,35.8897427,-75.66153840000001
Rockwall,5,32.93123360000001,-96.4597089
Jerome,5,34.7489107,-112.1137716
Beaver Falls,5,40.7520097,-80.31922949999999
Gallup,5,35.5280783,-108.7425843
Mercedes,5,37.0560905,-94.476128
Newark,5,40.735657,-74.1723667
Bridgton,5,44.0548021,-70.71286839999999
Concord,5,37.9779776,-122.0310733
Little Elm,5,33.1626193,-96.9375051
Fort Stewart,5,31.8690667,-81.6089873
Coatesville,5,39.9831616,-75.8238355
Naples Park,5,26.2617534,-81.80925429999999
Lewiston,5,44.100351,-70.21477639999999
Longmont,5,40.1672068,-105.1019275
Sheboygan,5,43.7508284,-87.71453
Fostoria,5,41.156998,-83.41687019999999
Perris,4,33.7825194,-117.2286478
Havre,4,48.549999,-109.6840887
Pendleton,4,36.132395,-95.965205
Reisterstown,4,39.4695489,-76.82942129999999
Astoria,4,40.7643574,-73.92346189999999
Howard,4,38.9226843,-77.0194377
Palm Springs,4,33.8302961,-116.5452921
Westfield,4,39.1157318,-94.7691993
Hershey,4,40.2859239,-76.65024679999999
Salmon Creek,4,45.7106718,-122.6489869
Daphne,4,30.6035255,-87.9036047
Saint Albans,4,38.3793695,-81.8191658
Kings Mountain,4,35.2451342,-81.34119419999999
Aldine,4,29.9014029,-95.4001057
Bend,4,44.0581728,-121.3153096
Mission,4,37.0391825,-95.61429919999999
Seagoville,4,32.6395776,-96.53832279999999
De Pere,4,44.4488805,-88.0603806
Mesquite,4,32.76679550000001,-96.5991593
Citrus Park,4,28.0783497,-82.5698192
Gantt,4,34.7743829,-82.40484230000001
Jacksonville Beach,4,30.2841224,-81.3961338
Reading,4,40.3356483,-75.9268747
Sebastian,4,27.816415,-80.4706078
Saint Michael,4,40.1426935,-74.8184155
Laredo,4,27.5035613,-99.5075519
Clarksburg,4,39.2387164,-77.27942879999999
Fort Wayne,4,41.079273,-85.1393513
Cayce,4,33.96570910000001,-81.0739827
Killeen,4,31.1171194,-97.72779589999999
Cheney,4,47.4873895,-117.5757622
Lakeville,4,44.6496868,-93.24271999999999
Wylie,4,33.0151201,-96.5388789
League City,4,29.5074538,-95.0949303
Simpsonville,4,34.7370639,-82.25428339999999
Houston,4,29.7604267,-95.3698028
Baker City,4,44.7748748,-117.8343848
Port Saint John,4,28.4769458,-80.7886657
Ojinaga,4,29.5458844,-104.4082908
Fitchburg,4,42.5834228,-71.8022955
Mount Holly,4,35.2981943,-81.01590809999999
North Fort Myers,4,26.6672935,-81.8800861
Middle Valley,4,35.1959036,-85.18467849999999
Vestavia Hills,4,33.4487183,-86.7877668
Rawlins,4,41.7910697,-107.2386627
Winter Garden,4,28.5652787,-81.58618469999999
Aransas Pass,4,27.909532,-97.15055609999999
Grants,4,35.14726,-107.8514466
Hudson,4,42.2528649,-73.790959
Encinitas,4,33.0369867,-117.2919818
Bennington,4,42.8781345,-73.1967741
Menasha,4,44.2022084,-88.44649729999999
Fredonia,4,42.4400576,-79.3317105
Cutlerville,4,42.8407024,-85.6636305
Rupert,4,42.6190756,-113.6772348
Redmond,4,47.6739881,-122.121512
Marietta,4,33.95260200000001,-84.5499327
Alamogordo,4,32.8995325,-105.960265
Leisure City,4,25.4953878,-80.42922229999999
Chester,4,39.849557,-75.3557457
Caribou,4,37.0069866,-94.55230410000001
Johnson City,4,36.3134397,-82.3534727
La Salle,4,40.0386037,-75.1566354
Oconomowoc,4,43.1116731,-88.4992659
Beckley,4,37.7781702,-81.1881557
North Potomac,4,39.097769,-77.2347674
Bayshore Gardens,4,27.4253195,-82.5903757
Woodway,4,31.5059998,-97.20500550000001
Jupiter,4,36.0725743,-95.88868599999999
Burleson,4,32.5420821,-97.3208492
Cocoa Beach,4,28.3200067,-80.6075513
Germantown,4,35.0867577,-89.8100858
Weslaco,4,26.1595194,-97.9908366
Prescott Valley,4,34.6100243,-112.315721
Yakima,4,46.6020711,-120.5058987
Middleton,4,43.09721740000001,-89.5042876
Schertz,4,29.5521737,-98.269734
Bayonet Point,4,28.3243951,-82.68518279999999
Indianapolis,4,39.768403,-86.158068
Danbury,4,41.394817,-73.4540111
Delray Beach,4,26.4614625,-80.0728201
Granite City,4,39.2488061,-94.6608176
Dundalk,4,39.2506633,-76.5205184
Cypress Gardens,4,33.0520569,-79.95401939999999
Yucca Valley,4,34.1141743,-116.432235
Polson,4,47.69320039999999,-114.1631275
Del City,4,35.4420062,-97.4408698
Colorado Springs,4,38.8338816,-104.8213634
Syracuse,4,43.0481221,-76.14742439999999
North Versailles,4,40.3797913,-79.8094916
Forest Acres,4,34.019322,-80.98981280000001
Findlay,4,41.04422,-83.6499321
Muskego,4,42.905848,-88.13897790000001
Allen,4,33.1031744,-96.67055030000002
Asheboro,4,35.7079146,-79.8136446
Presque Isle,4,46.68115299999999,-68.01586139999999
Cortland,4,42.6011813,-76.1804843
Fort Myers Beach,4,26.4520248,-81.948145
Webb City,4,37.1464475,-94.4630035
Socorro,4,34.0583995,-106.8914159
Frisco,4,33.1506744,-96.82361159999999
Bellaire,4,29.7057858,-95.4588299
Hollins,4,37.3561559,-79.9423778
Sun Valley,4,43.6971294,-114.3517172
Hanahan,4,32.9305786,-80.0031833
Alcoa,4,34.0652656,-93.08221429999999
Cockeysville,4,39.4812172,-76.6438598
Easton,4,40.0505153,-82.915308
Savannah,4,32.0808989,-81.091203
Southern Pines,4,35.1740471,-79.3922539
New York,4,40.7127753,-74.0059728
Connersville,4,39.6411589,-85.1410748
Palm Valley,4,30.522538,-97.6457823
Raytown,4,39.0086171,-94.46356379999999
Stafford,4,38.4220687,-77.4083086
Mishawaka,4,41.6619927,-86.15861559999999
Micco,4,27.8760661,-80.501644
Des Moines,4,41.5868353,-93.6249593
Livingston,4,40.7862871,-74.3300842
San Antonio,4,29.4241219,-98.49362819999999
Praxedis Guerrero,4,31.3710969,-106.0081819
Carrboro,4,35.9101438,-79.0752895
Rumford,4,44.5536606,-70.55088289999999
Madera,3,36.9613356,-120.0607176
Mango,3,36.0602628,-95.86781909999999
Richton Park,3,41.484479,-87.7033787
Barnstead,3,43.33891939999999,-71.2782381
Bethel,3,37.2518524,-95.2314827
Hermiston,3,45.8404101,-119.2894604
Saint Simons,3,31.1595905,-81.3885517
Country Club,3,37.256297,-95.71584999999999
Manitowoc,3,44.0886059,-87.657584
Ormond Beach,3,29.2858129,-81.0558894
Mint Hill,3,35.1735404,-80.6570304
Colonial Park,3,33.8585151,-98.51901319999999
Mastic,3,40.8020431,-72.84093589999999
Santa Cruz,3,36.9741171,-122.0307963
Mims,3,28.6655767,-80.8449828
Hayesville,3,35.0462003,-83.81795269999999
Perrysburg,3,41.556996,-83.627157
Sierra Vista,3,31.5455001,-110.2772856
Pocatello,3,42.8621042,-112.4506191
Ladson,3,32.9857275,-80.1098123
Rio Linda,3,38.69101380000001,-121.4485654
La Grande,3,45.3245771,-118.0877188
Lodi,3,38.1341477,-121.2722194
Port Orange,3,29.1383165,-80.9956105
Casa Grande,3,32.9110027,-111.7733902
Greensboro,3,36.0726354,-79.7919754
Garner,3,35.7112642,-78.61417089999999
Pinehurst,3,35.1954345,-79.4694767
Rockford,3,42.2711311,-89.0939952
Southaven,3,34.9918587,-90.0022958
Oldsmar,3,28.0341847,-82.6650992
Romeoville,3,41.6475306,-88.0895061
Dunmore,3,41.4198027,-75.63241119999999
Friendswood,3,29.5293998,-95.2010447
Lenoir,3,35.9140196,-81.5389849
Mendota,3,41.5472547,-89.11758510000001
Baker,3,36.098296,-95.891132
New Philadelphia,3,40.4897871,-81.4456706
Okolona,3,38.1353318,-85.68393619999999
Saint Matthews,3,38.2435659,-85.63577889999999
York,3,39.9625984,-76.727745
Mound,3,44.9366295,-93.66607189999999
Chowchilla,3,37.1229997,-120.2601754
Pennsville,3,39.6284514,-75.4984978
Trenton,3,40.2205824,-74.759717
Lynchburg,3,37.4137536,-79.14224639999999
Glenn Heights,3,32.5607058,-96.85688979999999
Titusville,3,28.6122187,-80.8075537
Zionsville,3,39.9508733,-86.261937
Atlanta,3,33.7489954,-84.3879824
Plant City,3,28.0186323,-82.1128641
West Springfield,3,42.1070383,-72.6203675
Sault Sainte Marie,3,46.49771150000001,-84.3475876
Cohoes,3,42.7742446,-73.70011869999999
Westerville,3,40.1266689,-82.9318807
East Liverpool,3,40.6186756,-80.5772928
Beech Grove,3,39.7219884,-86.0899847
Toppenish,3,46.3773509,-120.3086667
Lemoore,3,36.3007835,-119.7829107
Jeffersontown,3,38.1942356,-85.5644033
South Patrick Shores,3,28.2022336,-80.60949649999999
Spokane,3,47.6587802,-117.4260465
Holiday,3,37.09024,-95.712891
Wilkes-Barre,3,41.2459149,-75.88130749999999
Shively,3,38.1920619,-85.80810199999999
Wadsworth,3,41.0256101,-81.72985190000001
Ephrata,3,40.1798165,-76.17883909999999
Oroville,3,39.5137752,-121.556359
Santa Rosa,3,38.440429,-122.7140548
Bullhead City,3,35.1359386,-114.5285981
Lenexa,3,38.9536174,-94.73357089999999
Elk Plain,3,47.0531551,-122.39762
Deer Park,3,29.7052284,-95.1238204
Coshocton,3,40.2720151,-81.8595756
Kettering,3,39.68950359999999,-84.1688274
